CODIGO SINADA,MEDIO DE RECEPCION,DEPARTAMENTO,PROVINCIA,DISTRITO,FECHA DE REGISTRO,ACTIVIDAD ECONOMICA,AGUA,AIRE,SUELO,FAUNA,FLORA,POBLACION,EFLUENTES,RESIDUOS SOLIDOS,GASES/HUMO,MATERIAL PARTICULADO,TALA,RADIACION NO IONIZANTE,FUENTE VISUAL,FUENTE SONORA,INDIRECTA/DIRECTA/MIXTA,ESTADO
SC-0108-2019,WEB,LIMA,LIMA,SAN MARTIN DE PORRES,14/02/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
ODTU-0002-2019,TRA. DOCUMENTARIO,TUMBES,TUMBES,CORRALES,14/02/2019,INFRAESTRUCTURA,0,1,1,0,0,1,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
ODAR-0004-2019,TELEFONO,AREQUIPA,AREQUIPA,CERRO COLORADO,14/02/2019,COMERCIO,1,0,1,0,1,1,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0107-2019,WEB,AREQUIPA,AREQUIPA,MIRAFLORES,14/02/2019,MINERIA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0106-2019,TRA. DOCUMENTARIO,AREQUIPA,AREQUIPA,SOCABAYA,14/02/2019,INDUSTRIA,1,1,0,0,0,0,1,0,1,0,0,0,0,0,MIXTA,CERRADA
SC-0105-2019,TRA. DOCUMENTARIO,LIMA,BARRANCA,PATIVILCA,14/02/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,DIRECTA,CERRADA
SC-0116-2019,WEB,ANCASH,HUARAZ,TARICA,15/02/2019,INFRAESTRUCTURA,0,1,1,0,0,1,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
ODVR-0002-2019,TELEFONO,AYACUCHO,LA MAR,SAN MIGUEL,15/02/2019,INFRAESTRUCTURA,0,1,1,0,0,1,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0115-2019,WEB,AYACUCHO,HUAMANGA,AYACUCHO,15/02/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0114-2019,WEB,LIMA,LIMA,LA MOLINA,15/02/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0113-2019,E-MAIL,LIMA,LIMA,ATE,15/02/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0112-2019,TRA. DOCUMENTARIO,LIMA,LIMA,MIRAFLORES,15/02/2019,TRANSPORTE,1,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
ODAY-0001-2019,PERSONAL,AYACUCHO,HUAMANGA,AYACUCHO,18/02/2019,INFRAESTRUCTURA,1,0,1,0,0,0,1,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0120-2019,WEB,LIMA,LIMA,ATE,18/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
ODAM-0001-2019,PERSONAL,AMAZONAS,CHACHAPOYAS,SONCHE,18/02/2019,FORESTAL,1,0,0,1,1,0,0,0,0,0,1,0,0,0,INDIRECTA,CERRADA
SC-0119-2019,WEB,HUANUCO,PACHITEA,CHAGLLA,18/02/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
ODAR-0005-2019,E-MAIL,AREQUIPA,CASTILLA,ORCOPAMPA,18/02/2019,MINERIA,1,0,1,0,0,1,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0118-2019,TRA. DOCUMENTARIO,LIMA,CAÑETE,CHILCA,18/02/2019,INDUSTRIA,0,1,1,0,0,1,1,1,1,1,0,0,0,1,DIRECTA,CERRADA
SC-0117-2019,TRA. DOCUMENTARIO,LA LIBERTAD,TRUJILLO,EL PORVENIR,18/02/2019,INFRAESTRUCTURA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0122-2019,WEB,LIMA,OYON,OYON,19/02/2019,MINERIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0121-2019,TRA. DOCUMENTARIO,ANCASH,HUARI,SAN MARCOS,19/02/2019,MINERIA,1,0,1,0,0,0,1,0,0,1,0,0,0,0,MIXTA,CERRADA
ODAP-0005-2019,PERSONAL,APURIMAC,GRAU,CURASCO,20/02/2019,ELECTRICIDAD,1,0,1,0,0,1,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0124-2019,WEB,PIURA,PAITA,COLAN,20/02/2019,INFRAESTRUCTURA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0123-2019,WEB,LIMA,LIMA,SAN MIGUEL,20/02/2019,CONSTRUCCION,0,1,0,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
ODAP-0004-2019,PERSONAL,APURIMAC,ANTABAMBA,SABAINO,20/02/2019,MINERIA,1,0,1,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
ODIC-0007-2019,PERSONAL,ICA,ICA,ICA,20/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
ODAN-0002-2019,PERSONAL,ANCASH,HUAYLAS,CARAZ,20/02/2019,MINERIA,1,0,1,0,1,0,0,1,0,1,1,0,0,0,INDIRECTA,CERRADA
ODAR-0006-2019,TELEFONO,AREQUIPA,AREQUIPA,YANAHUARA,20/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0133-2019,WEB,AREQUIPA,AREQUIPA,SOCABAYA,21/02/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0132-2019,WEB,LIMA,CANTA,HUAMANTANGA,21/02/2019,MINERIA,1,0,1,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0131-2019,WEB,LIMA,LIMA,ATE,21/02/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0130-2019,WEB,SAN MARTIN,HUALLAGA,SAPOSOA,21/02/2019,SANEAMIENTO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0129-2019,WEB,ANCASH,BOLOGNESI,HUALLANCA,21/02/2019,MINERIA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0128-2019,WEB,LIMA,LIMA,PACHACAMAC,21/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0127-2019,WEB,APURIMAC,ABANCAY,ABANCAY,21/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0126-2019,WEB,SAN MARTIN,RIOJA,RIOJA,21/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0125-2019,TRA. DOCUMENTARIO,LIMA,LIMA,SANTIAGO DE SURCO,21/02/2019,TELECOMUNICACIONES,0,0,0,0,0,1,0,0,0,0,0,1,0,0,INDIRECTA,CERRADA
SC-0140-2019,WEB,JUNIN,JAUJA,PACCHA,22/02/2019,MINERIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0139-2019,WEB,LIMA,LIMA,LIMA,22/02/2019,INFRAESTRUCTURA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0138-2019,WEB,LIMA,LIMA,COMAS,22/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0137-2019,TRA. DOCUMENTARIO,LIMA,LIMA,SAN MARTIN DE PORRES,22/02/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,1,0,0,0,0,DIRECTA,CERRADA
SC-0136-2019,WEB,LIMA,LIMA,RIMAC,22/02/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0135-2019,WEB,LIMA,LIMA,VILLA EL SALVADOR,22/02/2019,COMERCIO,0,1,0,0,0,0,0,0,1,0,0,0,0,0,INDIRECTA,CERRADA
SC-0134-2019,TRA. DOCUMENTARIO,PASCO,PASCO,YANACANCHA,22/02/2019,MINERIA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
ODPA-0002-2019,TRA. DOCUMENTARIO,PASCO,PASCO,YANACANCHA,22/02/2019,MINERIA,1,1,1,0,0,1,0,1,0,0,0,0,0,0,MIXTA,CERRADA
ODAP-0006-2019,PERSONAL,APURIMAC,ANDAHUAYLAS,HUANCARAMA,25/02/2019,SANEAMIENTO,1,0,0,0,0,1,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0144-2019,WEB,LIMA,LIMA,LA MOLINA,25/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,DIRECTA,CERRADA
ODCJ-0005-2019,PERSONAL,CAJAMARCA,HUALGAYOC,HUALGAYOC,25/02/2019,MINERIA,1,0,0,1,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0143-2019,WEB,CUSCO,LA CONVENCION,ECHARATI,25/02/2019,HIDROCARBUROS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0142-2019,TRA. DOCUMENTARIO,PUNO,LAMPA,PALCA,25/02/2019,MINERIA,1,0,1,0,0,0,1,1,0,0,0,0,0,0,INDIRECTA,CERRADA
ODAM-0002-2019,TELEFONO,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,25/02/2019,COMERCIO,0,1,0,0,0,0,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0141-2019,TRA. DOCUMENTARIO,LA LIBERTAD,PATAZ,PARCOY,25/02/2019,MINERIA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,DIRECTA,CERRADA
SC-0150-2019,TRA. DOCUMENTARIO,ICA,ICA,SUBTANJALLA,26/02/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0149-2019,WEB,AYACUCHO,HUANTA,CANAYRE,26/02/2019,HIDROCARBUROS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0148-2019,WEB,APURIMAC,ANDAHUAYLAS,HUANCARAY,26/02/2019,CONSTRUCCION,1,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0147-2019,TRA. DOCUMENTARIO,LA LIBERTAD,TRUJILLO,TRUJILLO,26/02/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0146-2019,WEB,LIMA,LIMA,SAN JUAN DE LURIGANCHO,26/02/2019,INFRAESTRUCTURA,1,1,0,0,0,0,0,1,1,0,0,0,0,0,INDIRECTA,CERRADA
SC-0145-2019,TRA. DOCUMENTARIO,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,26/02/2019,MINERIA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0154-2019,WEB,AREQUIPA,AREQUIPA,JACOBO HUNTER,27/02/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
ODLL-0007-2019,PERSONAL,LA LIBERTAD,TRUJILLO,TRUJILLO,27/02/2019,SANEAMIENTO,0,0,1,0,1,1,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0152-2019,TRA. DOCUMENTARIO,MADRE DE DIOS,MANU,MADRE DE DIOS,27/02/2019,MINERIA,1,1,1,0,1,0,1,0,0,1,1,0,0,0,INDIRECTA,CERRADA
SC-0151-2019,PERSONAL,LIMA,LIMA,SAN MARTIN DE PORRES,27/02/2019,COMERCIO,0,1,0,0,0,1,0,0,1,0,0,0,0,1,INDIRECTA,CERRADA
SC-0170-2019,WEB,ICA,CHINCHA,TAMBO DE MORA,28/02/2019,PESQUERIA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0169-2019,TRA. DOCUMENTARIO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,28/02/2019,INDUSTRIA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,DIRECTA,CERRADA
SC-0168-2019,TRA. DOCUMENTARIO,AREQUIPA,AREQUIPA,CERRO COLORADO,28/02/2019,MINERIA,0,0,1,0,0,0,1,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0167-2019,TRA. DOCUMENTARIO,APURIMAC,ABANCAY,ABANCAY,28/02/2019,INFRAESTRUCTURA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,MIXTA,CERRADA
SC-0166-2019,TRA. DOCUMENTARIO,AREQUIPA,AREQUIPA,SOCABAYA,28/02/2019,INDUSTRIA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0165-2019,TRA. DOCUMENTARIO,HUANUCO,YAROWILCA,CHAVINILLO,28/02/2019,MINERIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0164-2019,TRA. DOCUMENTARIO,LIMA,LIMA,PACHACAMAC,28/02/2019,MINERIA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0163-2019,TRA. DOCUMENTARIO,AYACUCHO,HUAMANGA,JESUS NAZARENO,28/02/2019,INDUSTRIA,1,0,0,0,0,1,0,1,1,0,0,0,0,0,MIXTA,CERRADA
SC-0162-2019,TRA. DOCUMENTARIO,UCAYALI,CORONEL PORTILLO,CALLERIA,28/02/2019,INDUSTRIA,0,0,0,0,0,1,0,0,0,1,0,0,0,1,DIRECTA,CERRADA
SC-0161-2019,TRA. DOCUMENTARIO,LIMA,HUARAL,AUCALLAMA,28/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0160-2019,TRA. DOCUMENTARIO,LORETO,MAYNAS,SAN JUAN BAUTISTA,28/02/2019,HIDROCARBUROS,0,0,0,0,0,1,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0159-2019,TRA. DOCUMENTARIO,AREQUIPA,AREQUIPA,LA JOYA,28/02/2019,TELECOMUNICACIONES,0,0,0,0,0,1,0,0,0,0,0,1,0,0,INDIRECTA,CERRADA
SC-0158-2019,TRA. DOCUMENTARIO,PIURA,SECHURA,SECHURA,28/02/2019,MINERIA,0,0,1,0,1,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0157-2019,TRA. DOCUMENTARIO,PIURA,TALARA,LOBITOS,28/02/2019,HIDROCARBUROS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0156-2019,TRA. DOCUMENTARIO,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,28/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,DIRECTA,CERRADA
SC-0155-2019,TRA. DOCUMENTARIO,LIMA,LIMA,MIRAFLORES,28/02/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,DIRECTA,CERRADA
SC-0180-2019,TRA. DOCUMENTARIO,JUNIN,SATIPO,PANGOA,1/03/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0179-2019,TRA. DOCUMENTARIO,LIMA,LIMA,VILLA EL SALVADOR,1/03/2019,SANEAMIENTO,1,0,1,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0178-2019,E-MAIL,LIMA,LIMA,SANTA MARIA DEL MAR,1/03/2019,TURISMO,1,0,0,1,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0177-2019,WEB,LIMA,LIMA,ATE,1/03/2019,COMERCIO,0,1,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0176-2019,WEB,LIMA,LIMA,CHORRILLOS,1/03/2019,GANADERIA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,INDIRECTA,CERRADA
SC-0175-2019,WEB,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,1/03/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0174-2019,WEB,LIMA,LIMA,SANTA MARIA DEL MAR,1/03/2019,PESQUERIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0173-2019,WEB,LIMA,LIMA,SANTIAGO DE SURCO,1/03/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0172-2019,WEB,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1/03/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0171-2019,WEB,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,1/03/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0188-2019,WEB,HUANUCO,LAURICOCHA,RONDOS,4/03/2019,MINERIA,1,0,1,0,0,0,1,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0187-2019,WEB,LIMA,LIMA,LIMA,4/03/2019,COMERCIO,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0186-2019,TRA. DOCUMENTARIO,APURIMAC,ABANCAY,ABANCAY,4/03/2019,GANADERIA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0185-2019,TRA. DOCUMENTARIO,LIMA,LIMA,SANTIAGO DE SURCO,4/03/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0184-2019,WEB,LIMA,LIMA,INDEPENDENCIA,4/03/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0183-2019,WEB,LIMA,LIMA,COMAS,4/03/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0182-2019,WEB,ANCASH,PALLASCA,PALLASCA,4/03/2019,INFRAESTRUCTURA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0181-2019,TRA. DOCUMENTARIO,LIMA,LIMA,PUCUSANA,4/03/2019,PESQUERIA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0193-2019,WEB,LA LIBERTAD,TRUJILLO,MOCHE,5/03/2019,INFRAESTRUCTURA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0192-2019,WEB,LIMA,LIMA,SAN ISIDRO,5/03/2019,CONSTRUCCION,0,1,0,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
ODSM-0001-2019,TELEFONO,LORETO,DATEM DEL MARAÑON,MORONA,5/03/2019,HIDROCARBUROS,1,0,1,1,1,1,0,0,0,0,0,0,1,0,MIXTA,CERRADA
SC-0191-2019,WEB,LIMA,LIMA,VILLA EL SALVADOR,5/03/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0190-2019,WEB,LIMA,LIMA,CARABAYLLO,5/03/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0189-2019,TRA. DOCUMENTARIO,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,5/03/2019,MINERIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0195-2019,WEB,LIMA,HUAROCHIRI,CHICLA,6/03/2019,MINERIA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0194-2019,TRA. DOCUMENTARIO,AREQUIPA,CASTILLA,CHOCO,6/03/2019,MINERIA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,MIXTA,CERRADA
SC-0197-2019,TRA. DOCUMENTARIO,TUMBES,TUMBES,TUMBES,7/03/2019,MINERIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0196-2019,TRA. DOCUMENTARIO,LIMA,LIMA,VILLA EL SALVADOR,7/03/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0202-2019,TRA. DOCUMENTARIO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,8/03/2019,HIDROCARBUROS,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0201-2019,WEB,LIMA,LIMA,ATE,8/03/2019,GANADERIA,0,1,0,0,0,1,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0200-2019,WEB,CALLAO,CALLAO,CALLAO,8/03/2019,COMERCIO,0,1,0,0,0,1,0,0,1,0,0,0,0,0,INDIRECTA,CERRADA
ODLL-0008-2019,PERSONAL,LA LIBERTAD,TRUJILLO,TRUJILLO,8/03/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,0,0,0,0,1,DIRECTA,CERRADA
ODUC-0002-2019,PERSONAL,UCAYALI,CORONEL PORTILLO,CALLERIA,8/03/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0199-2019,TRA. DOCUMENTARIO,LIMA,LIMA,PUENTE PIEDRA,8/03/2019,TELECOMUNICACIONES,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0198-2019,TRA. DOCUMENTARIO,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,8/03/2019,MINERIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0205-2019,WEB,CALLAO,CALLAO,CALLAO,11/03/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0204-2019,TRA. DOCUMENTARIO,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,11/03/2019,HIDROCARBUROS,0,1,1,0,0,0,0,1,1,0,0,0,0,0,DIRECTA,CERRADA
ODTU-0003-2019,PERSONAL,TUMBES,ZARUMILLA,AGUAS VERDES,11/03/2019,GANADERIA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0203-2019,TRA. DOCUMENTARIO,AREQUIPA,CAMANA,CAMANA,11/03/2019,INDUSTRIA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DIRECTA,CERRADA
SC-0209-2019,TRA. DOCUMENTARIO,LIMA,LIMA,INDEPENDENCIA,12/03/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0208-2019,TRA. DOCUMENTARIO,AREQUIPA,LA UNION,HUAYNACOTAS,12/03/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0207-2019,TRA. DOCUMENTARIO,AREQUIPA,LA UNION,COTAHUASI,12/03/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0206-2019,TRA. DOCUMENTARIO,CALLAO,CALLAO,VENTANILLA,12/03/2019,MINERIA,0,1,1,0,0,1,0,0,0,1,0,0,0,0,MIXTA,CERRADA
SC-0212-2019,WEB,AYACUCHO,HUAMANGA,AYACUCHO,13/03/2019,INDUSTRIA,0,1,0,0,0,1,0,0,1,1,0,0,0,1,DIRECTA,CERRADA
SC-0211-2019,WEB,CALLAO,CALLAO,VENTANILLA,13/03/2019,HIDROCARBUROS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0210-2019,E-MAIL,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,13/03/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0220-2019,WEB,LIMA,LIMA,MAGDALENA DEL MAR,14/03/2019,TRANSPORTE,0,1,1,0,0,0,0,1,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0219-2019,TRA. DOCUMENTARIO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,14/03/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0218-2019,TRA. DOCUMENTARIO,JUNIN,JAUJA,RICRAN,14/03/2019,INFRAESTRUCTURA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,DIRECTA,CERRADA
SC-0217-2019,TRA. DOCUMENTARIO,JUNIN,CHANCHAMAYO,PERENE,14/03/2019,MINERIA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0216-2019,TRA. DOCUMENTARIO,JUNIN,YAULI,MARCAPOMACOCHA,14/03/2019,MINERIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MIXTA,CERRADA
SC-0215-2019,WEB,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,14/03/2019,SANEAMIENTO,0,0,1,0,0,0,1,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0214-2019,WEB,ANCASH,BOLOGNESI,HUALLANCA,14/03/2019,MINERIA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0213-2019,TRA. DOCUMENTARIO,LIMA,LIMA,SAN JUAN DE MIRAFLORES,14/03/2019,ELECTRICIDAD,0,1,0,0,0,1,0,0,1,0,0,1,0,0,MIXTA,CERRADA
SC-0224-2019,WEB,UCAYALI,CORONEL PORTILLO,CALLERIA,15/03/2019,INFRAESTRUCTURA,0,1,1,0,0,1,0,1,1,0,0,0,0,0,INDIRECTA,CERRADA
SC-0223-2019,WEB,LA LIBERTAD,TRUJILLO,TRUJILLO,15/03/2019,COMERCIO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,DIRECTA,ARCHIVADA
SC-0222-2019,WEB,LIMA,LIMA,COMAS,15/03/2019,INFRAESTRUCTURA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0221-2019,TRA. DOCUMENTARIO,LIMA,LIMA,SAN MARTIN DE PORRES,15/03/2019,COMERCIO,0,0,1,0,0,1,0,1,0,0,0,0,0,1,INDIRECTA,CERRADA
SC-0231-2019,WEB,LIMA,HUAROCHIRI,SURCO,18/03/2019,TRANSPORTE,1,0,1,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
SC-0230-2019,WEB,PIURA,PIURA,CASTILLA,18/03/2019,INFRAESTRUCTURA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,INDIRECTA,CERRADA
SC-0229-2019,WEB,PASCO,PASCO,TINYAHUARCO,18/03/2019,MINERIA,0,0,1,0,0,1,0,0,0,1,0,0,0,1,DIRECTA,CERRADA
SC-0228-2019,WEB,AREQUIPA,CARAVELI,CARAVELI,18/03/2019,MINERIA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,INDIRECTA,CERRADA
